id,cityId,cityName,countryId,countryName,nameEn,nameRu,nameAr,description_en_title,description_en_description,description_ru_title,description_ru_description,infrastructure_en_title,infrastructure_en_description,infrastructure_ru_title,infrastructure_ru_description,images
b711c862-bab5-4ea5-9fb4-d5b7aa2e7a65,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Hamra Village, Ras al Khaimah","Al Hamra Village, Ras al Khaimah","Al Hamra Village, Ras al Khaimah","","","","","","","","",""
e9a4aeac-9f34-4442-8848-274dfade6837,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Jaddaf","Al Jaddaf","Al Jaddaf","","","","","","","","",""
6a525612-8349-4d79-8ad7-de0406b5b724,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Jazeera, Ras Al Khaimah","Al Jazeera, Ras Al Khaimah","Al Jazeera, Ras Al Khaimah","","","","","","","","",""
a33d3006-9b1e-42de-8894-db4401078eec,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Khalidiya, Sharjah","Al Khalidiya, Sharjah","Al Khalidiya, Sharjah","","","","","","","","",""
4a8d2362-b666-480e-858d-1b5ab0ef0de3,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Mamzar, Sharjah","Al Mamzar, Sharjah","Al Mamzar, Sharjah","","","","","","","","",""
46d239ed-e20e-4863-8b21-972f7819d74d,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Marina, Abu Dhabi","Al Marina, Abu Dhabi","Al Marina, Abu Dhabi","","","","","","","","",""
9c3167f4-4c7b-4c8b-8103-30f642fe3fe2,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Marjan Island, Ras Al Khaimah","Al Marjan Island, Ras Al Khaimah","Al Marjan Island, Ras Al Khaimah","","","","","","","","",""
d1b2cb67-7d19-4725-aed0-075ff3af7507,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Maryah Island, Abu Dhabi","Al Maryah Island, Abu Dhabi","Al Maryah Island, Abu Dhabi","","","","","","","","",""
d6b2beb4-5d39-49b2-bf59-3c636ada9bb1,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Menhaz, Sharjah","Al Menhaz, Sharjah","Al Menhaz, Sharjah","","","","","","","","",""
260ab1b0-3149-4405-abab-7c2b87926a66,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Raha Beach, Abu Dhabi","Al Raha Beach, Abu Dhabi","Al Raha Beach, Abu Dhabi","","","","","","","","",""
cb31c3d8-ea98-499d-9e09-657969b39002,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Rashidiya 1, Ajman","Al Rashidiya 1, Ajman","Al Rashidiya 1, Ajman","","","","","","","","",""
9cb0e879-2658-427f-b6dd-75040321e07d,efd68eb5-3c9f-4de9-9512-af8d7c89adbe,"Abu Dhabi",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Reem Island, Abu Dhabi","Al Reem Island, Abu Dhabi","Al Reem Island, Abu Dhabi","","","","","","","","",""
8969b8e0-c0f7-4bef-904d-c2ae4fac5b8e,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Safa","Al Safa","Al Safa","","Wadi Al Safa 6 in Dubai offers a serene lifestyle with a blend of modern amenities and natural beauty. Known for its family-friendly atmosphere, the area boasts spacious villas and lush green spaces, providing an ideal retreat from the city's hustle. With easy access to key destinations and a variety of local conveniences, Wadi Al Safa 6 is perfect for those seeking tranquility without sacrificing urban connectivity.  Wadi Al Safa 6 offers excellent transport connectivity with easy access to major highways like Sheikh Mohammed Bin Zayed Road, ensuring swift travel to the city center and iconic landmarks like Burj Khalifa. Public buses are readily available, and taxis are abundant. While there is no direct metro, nearby stations are within easy reach. Dubai International Airport is approximately a 30-minute drive, making travel convenient and efficient.","","Wadi Al Safa 6 в Дубае предлагает спокойный образ жизни, в котором гармонично сочетаются современные жилые удобства и красота природы. Являясь частью генерального плана застройки района, это место славится своей семейной атмосферой, предлагая просторные современные виллы и изобилие зеленых насаждений, которые служат идеальным укрытием от городской суеты. Сообщество спроектировано с учетом приватности и комфорта: здесь есть местные парки, беговые дорожки и торговые центры, что делает его идеальным для тех, кто ищет тишину, не жертвуя связью с городом. Wadi Al Safa 6 отличается отличной транспортной доступностью благодаря стратегическому расположению рядом с крупными магистралями, такими как Sheikh Mohammed Bin Zayed Road и Al Ain Road. Это обеспечивает быстрый проезд к центру города, DIFC и таким достопримечательностям, как Бурдж-Халифа. Хотя в непосредственной близости нет прямой линии метро, район хорошо обслуживается общественными автобусами, а такси всегда доступны. Международный аэропорт Дубая находится примерно в 30 минутах езды, что делает ежедневные поездки и международные путешествия удобными и эффективными для жителей.","Infrastructure","Discover the vibrant Wadi Al Safa 6 in Dubai, a community that boasts the Dubai Hills Mall for unparalleled shopping. Families revel in proximity to elite schools like GEMS New Millennium School. Healthcare is exemplary with Mediclinic Parkview Hospital nearby. Daily needs are met at Carrefour Market, while sunny days invite fun at Al Barari Playground and Lakes. Embrace an active lifestyle with Dubai Miracle Garden's blooming beauty and world-class sports facilities.","Infrastructure","Discover the vibrant Wadi Al Safa 6 in Dubai, a community that boasts the Dubai Hills Mall for unparalleled shopping. Families revel in proximity to elite schools like GEMS New Millennium School. Healthcare is exemplary with Mediclinic Parkview Hospital nearby. Daily needs are met at Carrefour Market, while sunny days invite fun at Al Barari Playground and Lakes. Embrace an active lifestyle with Dubai Miracle Garden's blooming beauty and world-class sports facilities.","{https://files.alnair.ae/uploads/2024/10/b6/86/b6861d89d089d927135fbff8a94d0c9b.jpg;https://files.alnair.ae/uploads/2024/10/7b/8b/7b8bf5a453b240413eefde3b5f0b7cb5.jpg;https://files.alnair.ae/uploads/2024/10/a0/07/a0073c2924952d0ae51b2c795ad7496e.jpg;https://files.alnair.ae/uploads/2024/10/12/d0/12d0ea9ac482fe25377dcc0334ec4c8a.jpg;https://files.alnair.ae/uploads/2024/10/6d/4b/6d4bb54e8c824efc86107f2ce62f623a.jpg;https://files.alnair.ae/uploads/2024/10/41/69/416957a399ff8b02ec0395fd01441cec.jpg;https://files.alnair.ae/uploads/2024/10/58/9d/589d00b6d17a866b2404a329d431e426.jpg;https://files.alnair.ae/uploads/2024/10/db/68/db6830990fb9679724cb018d1b6b1382.jpg;https://files.alnair.ae/uploads/2024/10/98/d7/98d7359c8b77b228cec5fa7618df2f43.jpg;https://files.alnair.ae/uploads/2024/10/2f/6e/2f6e97241fa5cc987d6ef2a4fe8d3904.jpg;https://files.alnair.ae/uploads/2024/10/c2/1d/c21d4066beeabdd3dda2f7b48067d8dc.jpg;https://files.alnair.ae/uploads/2024/10/e9/91/e991aad3293eb87731a47737e338b1d6.jpg;https://files.alnair.ae/uploads/2024/10/7a/6b/7a6bd690a2a6da71478e03ccd8dc45bf.jpg}"
45c17b1f-8b05-4f03-b98e-9de48ad9a2bf,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Satwa","Al Satwa","Al Satwa","","","","","","","","",""
e67980cb-3044-470c-9d9c-fa6f230c322c,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Seef, Abu Dhabi","Al Seef, Abu Dhabi","Al Seef, Abu Dhabi","","","","","","","","",""
dd3daa8b-c4f6-4fc2-9dc9-cdbacfb8a5e4,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Sufouh 1","Al Sufouh 1","Al Sufouh 1","","","","","","","","",""
c3203fbb-51bd-48f8-af79-e175146b28c1,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Sufouh 2","Al Sufouh 2","Al Sufouh 2","","","","","","","","",""
2f7fcea6-51f3-4730-8ed8-5ba0dc4c11b7,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Suyoh Suburb, Sharjah","Al Suyoh Suburb, Sharjah","Al Suyoh Suburb, Sharjah","","","","","","","","",""
6f51492c-bd33-4334-b9f1-735c3d558722,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Tay, Sharjah","Al Tay, Sharjah","Al Tay, Sharjah","","","","","","","","",""
7495ad50-630a-45f9-8a2d-ca253ddb94e5,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Wadi desert, Ras Al Khaimah","Al Wadi desert, Ras Al Khaimah","Al Wadi desert, Ras Al Khaimah","","","","","","","","",""
93d82e25-d032-4a12-bfa9-87a6fbeee740,191ac941-212a-4136-b305-e38d7e55aea5,"Dubai",4cb49e99-dc24-497d-97aa-6dde42025896,"United Arab Emirates","Al Warsan","Al Warsan","Al Warsan","","","","","","","","",""
